Td	run	gen	p1m_in_p3	p2m_in_p3	p1f_in_p3	p2f_in_p3
50	3482603321	100096	0.666667	0.333333	0.747934	0.252066
50	3482603321	100097	0.7	0.3	0.684615	0.315385
50	3482603321	100098	0.688	0.312	0.676	0.324
50	3482603321	100099	0.733051	0.266949	0.704545	0.295455
50	3482603321	100100	0.719149	0.280851	0.713208	0.286792
50	3482603321	100101	0.729412	0.270588	0.702041	0.297959
50	3482603321	100102	0.697959	0.302041	0.713725	0.286275
50	3482603321	100103	0.70082	0.29918	0.730469	0.269531
50	3482603321	100104	0.704453	0.295547	0.743083	0.256917
50	3482603321	100105	0.699153	0.300847	0.746212	0.253788
50	3482603321	100106	0.709677	0.290323	0.757937	0.242063
50	3482603321	100107	0.729412	0.270588	0.808163	0.191837
50	3482603321	100108	0.72549	0.27451	0.8	0.2
50	3482603321	100109	0.685606	0.314394	0.79661	0.20339
50	3482603321	100110	0.735772	0.264228	0.838583	0.161417
50	3482603321	100111	0.706767	0.293233	0.876068	0.123932
50	3482603321	100112	0.710744	0.289256	0.883721	0.116279
50	3482603321	100113	0.679012	0.320988	0.902724	0.0972763
50	3482603321	100114	0.666667	0.333333	0.889796	0.110204
50	3482603321	100115	0.653226	0.346774	0.900794	0.0992063
50	3482603321	100116	0.732218	0.267782	0.877395	0.122605
50	3482603321	100117	0.714894	0.285106	0.85283	0.14717
50	3482603321	100118	0.697674	0.302326	0.855372	0.144628
50	3482603321	100119	0.607438	0.392562	0.810078	0.189922
50	3482603321	100120	0.63035	0.36965	0.823045	0.176955
50	3482603321	100121	0.598326	0.401674	0.831418	0.168582
50	3482603321	100122	0.62963	0.37037	0.844358	0.155642
50	3482603321	100123	0.681818	0.318182	0.851695	0.148305
50	3482603321	100124	0.721311	0.278689	0.820312	0.179688
50	3482603321	100125	0.692308	0.307692	0.808333	0.191667
50	3482603321	100126	0.717131	0.282869	0.799197	0.200803
50	3482603321	100127	0.729412	0.270588	0.808163	0.191837
50	3482603321	100128	0.698473	0.301527	0.823529	0.176471
50	3482603321	100129	0.650794	0.349206	0.846774	0.153226
50	3482603321	100130	0.644788	0.355212	0.871369	0.128631
50	3482603321	100131	0.638462	0.361538	0.870833	0.129167
50	3482603321	100132	0.613281	0.386719	0.864754	0.135246
50	3482603321	100133	0.621514	0.378486	0.86747	0.13253
50	3482603321	100134	0.617978	0.382022	0.854077	0.145923
50	3482603321	100135	0.633028	0.366972	0.843972	0.156028
50	3482603321	100136	0.656371	0.343629	0.875519	0.124481
50	3482603321	100137	0.619469	0.380531	0.875912	0.124088
50	3482603321	100138	0.658537	0.341463	0.905512	0.0944882
50	3482603321	100139	0.611111	0.388889	0.921739	0.0782609
50	3482603321	100140	0.59751	0.40249	0.92278	0.0772201
50	3482603321	100141	0.582222	0.417778	0.916364	0.0836364
50	3482603321	100142	0.567669	0.432331	0.944444	0.0555556
50	3482603321	100143	0.586873	0.413127	0.970954	0.0290456
50	3482603321	100144	0.531008	0.468992	0.950413	0.0495868
50	3482603321	100145	0.547445	0.452555	0.938053	0.0619469
50	3482603321	100146	0.55814	0.44186	0.933884	0.0661157
50	3482603321	100147	0.536965	0.463035	0.909465	0.090535
50	3482603321	100148	0.596226	0.403774	0.893617	0.106383
50	3482603321	100149	0.609959	0.390041	0.911197	0.0888031
50	3482603321	100150	0.579832	0.420168	0.90458	0.0954198
50	3482603321	100151	0.650407	0.349593	0.877953	0.122047
50	3482603321	100152	0.635659	0.364341	0.892562	0.107438
50	3482603321	100153	0.620155	0.379845	0.900826	0.0991736
50	3482603321	100154	0.571429	0.428571	0.892116	0.107884
50	3482603321	100155	0.603922	0.396078	0.897959	0.102041
50	3482603321	100156	0.602362	0.397638	0.918699	0.0813008
50	3482603321	100157	0.602362	0.397638	0.939024	0.0609756
50	3482603321	100158	0.593496	0.406504	0.92126	0.0787402
50	3482603321	100159	0.552	0.448	0.932	0.068
50	3482603321	100160	0.614173	0.385827	0.934959	0.0650407
50	3482603321	100161	0.562992	0.437008	0.926829	0.0731707
50	3482603321	100162	0.593023	0.406977	0.913223	0.0867769
50	3482603321	100163	0.619608	0.380392	0.926531	0.0734694
50	3482603321	100164	0.630252	0.369748	0.938931	0.0610687
50	3482603321	100165	0.664122	0.335878	0.932773	0.0672269
50	3482603321	100166	0.710638	0.289362	0.94717	0.0528302
50	3482603321	100167	0.693333	0.306667	0.938182	0.0618182
50	3482603321	100168	0.751969	0.248031	0.943089	0.0569106
50	3482603321	100169	0.778626	0.221374	0.953782	0.0462185
50	3482603321	100170	0.791489	0.208511	0.973585	0.0264151
50	3482603321	100171	0.786822	0.213178	0.979339	0.0206612
50	3482603321	100172	0.763485	0.236515	0.988417	0.011583
50	3482603321	100173	0.780488	0.219512	0.988189	0.011811
50	3482603321	100174	0.762295	0.237705	0.980469	0.0195312
50	3482603321	100175	0.805243	0.194757	0.987124	0.0128755
50	3482603321	100176	0.79668	0.20332	0.992278	0.00772201
50	3482603321	100177	0.817121	0.182879	0.99177	0.00823045
50	3482603321	100178	0.818182	0.181818	0.98062	0.0193798
50	3482603321	100179	0.825581	0.174419	0.975207	0.0247934
50	3482603321	100180	0.827731	0.172269	0.992366	0.00763359
50	3482603321	100181	0.832653	0.167347	0.992157	0.00784314
50	3482603321	100182	0.816733	0.183267	0.991968	0.00803213
50	3482603321	100183	0.829545	0.170455	1.0	0.0
50	3482603321	100184	0.848	0.152	1.0	0.0
50	3482603321	100185	0.863248	0.136752	1.0	0.0
50	3482603321	100186	0.824427	0.175573	1.0	0.0
50	3482603321	100187	0.836735	0.163265	1.0	0.0
50	3482603321	100188	0.83913	0.16087	1.0	0.0
50	3482603321	100189	0.821138	0.178862	1.0	0.0
50	3482603321	100190	0.814346	0.185654	1.0	0.0
50	3482603321	100191	0.820717	0.179283	1.0	0.0
50	3482603321	100192	0.85098	0.14902	1.0	0.0
50	3482603321	100193	0.851711	0.148289	1.0	0.0
50	3482603321	100194	0.837945	0.162055	1.0	0.0
50	3482603321	100195	0.838057	0.161943	1.0	0.0
50	3482603321	100196	0.811765	0.188235	1.0	0.0
50	3482603321	100197	0.808118	0.191882	1.0	0.0
50	3482603321	100198	0.787402	0.212598	1.0	0.0
50	3482603321	100199	0.753788	0.246212	1.0	0.0
50	3482603321	100200	0.756654	0.243346	1.0	0.0
50	3482603321	100201	0.757085	0.242915	1.0	0.0
50	3482603321	100202	0.768	0.232	1.0	0.0
50	3482603321	100203	0.773663	0.226337	1.0	0.0
50	3482603321	100204	0.783186	0.216814	1.0	0.0
50	3482603321	100205	0.805556	0.194444	1.0	0.0
50	3482603321	100206	0.816	0.184	1.0	0.0
50	3482603321	100207	0.819188	0.180812	1.0	0.0
50	3482603321	100208	0.827309	0.172691	1.0	0.0
50	3482603321	100209	0.801653	0.198347	1.0	0.0
50	3482603321	100210	0.785156	0.214844	1.0	0.0
50	3482603321	100211	0.761317	0.238683	1.0	0.0
50	3482603321	100212	0.751055	0.248945	1.0	0.0
50	3482603321	100213	0.78022	0.21978	1.0	0.0
50	3482603321	100214	0.782609	0.217391	1.0	0.0
50	3482603321	100215	0.797665	0.202335	1.0	0.0
50	3482603321	100216	0.820408	0.179592	1.0	0.0
50	3482603321	100217	0.833992	0.166008	1.0	0.0
50	3482603321	100218	0.824219	0.175781	1.0	0.0
50	3482603321	100219	0.848361	0.151639	1.0	0.0
50	3482603321	100220	0.809886	0.190114	1.0	0.0
50	3482603321	100221	0.799228	0.200772	1.0	0.0
50	3482603321	100222	0.789272	0.210728	1.0	0.0
50	3482603321	100223	0.760784	0.239216	1.0	0.0
50	3482603321	100224	0.785156	0.214844	1.0	0.0
50	3482603321	100225	0.796813	0.203187	1.0	0.0
50	3482603321	100226	0.818898	0.181102	1.0	0.0
50	3482603321	100227	0.804781	0.195219	1.0	0.0
50	3482603321	100228	0.782609	0.217391	1.0	0.0
50	3482603321	100229	0.780083	0.219917	1.0	0.0
50	3482603321	100230	0.802372	0.197628	1.0	0.0
50	3482603321	100231	0.764228	0.235772	1.0	0.0
50	3482603321	100232	0.744	0.256	1.0	0.0
50	3482603321	100233	0.75641	0.24359	1.0	0.0
50	3482603321	100234	0.743191	0.256809	1.0	0.0
50	3482603321	100235	0.744094	0.255906	1.0	0.0
50	3482603321	100236	0.715356	0.284644	1.0	0.0
50	3482603321	100237	0.656716	0.343284	1.0	0.0
50	3482603321	100238	0.696721	0.303279	1.0	0.0
50	3482603321	100239	0.6625	0.3375	1.0	0.0
50	3482603321	100240	0.642857	0.357143	1.0	0.0
50	3482603321	100241	0.682731	0.317269	1.0	0.0
50	3482603321	100242	0.697959	0.302041	1.0	0.0
50	3482603321	100243	0.685484	0.314516	1.0	0.0
50	3482603321	100244	0.654472	0.345528	1.0	0.0
50	3482603321	100245	0.644628	0.355372	1.0	0.0
50	3482603321	100246	0.633858	0.366142	1.0	0.0
50	3482603321	100247	0.606618	0.393382	1.0	0.0
50	3482603321	100248	0.585153	0.414847	1.0	0.0
50	3482603321	100249	0.600806	0.399194	1.0	0.0
50	3482603321	100250	0.590551	0.409449	1.0	0.0
