Td	run	gen	p1m_in_p3	p2m_in_p3	p1f_in_p3	p2f_in_p3
1000	1622828919	101043	0.826176	0.173824	0.428571	0.571429
1000	1622828919	101044	0.837675	0.162325	0.42515	0.57485
1000	1622828919	101045	0.855731	0.144269	0.425101	0.574899
1000	1622828919	101046	0.860324	0.139676	0.422925	0.577075
1000	1622828919	101047	0.86907	0.13093	0.450317	0.549683
1000	1622828919	101048	0.85124	0.14876	0.484496	0.515504
1000	1622828919	101049	0.849903	0.150097	0.486653	0.513347
1000	1622828919	101050	0.85	0.15	0.484	0.516
1000	1622828919	101051	0.840404	0.159596	0.493069	0.506931
1000	1622828919	101052	0.852427	0.147573	0.484536	0.515464
1000	1622828919	101053	0.816047	0.183953	0.456033	0.543967
1000	1622828919	101054	0.805019	0.194981	0.446058	0.553942
1000	1622828919	101055	0.827324	0.172676	0.450317	0.549683
1000	1622828919	101056	0.809426	0.190574	0.443359	0.556641
1000	1622828919	101057	0.800759	0.199241	0.420719	0.579281
1000	1622828919	101058	0.762097	0.237903	0.406746	0.593254
1000	1622828919	101059	0.768763	0.231237	0.447732	0.552268
1000	1622828919	101060	0.77	0.23	0.396	0.604
1000	1622828919	101061	0.740664	0.259336	0.401544	0.598456
1000	1622828919	101062	0.73774	0.26226	0.429379	0.570621
1000	1622828919	101063	0.765286	0.234714	0.401623	0.598377
1000	1622828919	101064	0.789579	0.210421	0.401198	0.598802
1000	1622828919	101065	0.747228	0.252772	0.440801	0.559199
1000	1622828919	101066	0.717228	0.282772	0.459227	0.540773
1000	1622828919	101067	0.724272	0.275728	0.459794	0.540206
1000	1622828919	101068	0.716243	0.283757	0.433538	0.566462
1000	1622828919	101069	0.75	0.25	0.46063	0.53937
1000	1622828919	101070	0.721311	0.278689	0.476562	0.523438
1000	1622828919	101071	0.736634	0.263366	0.476768	0.523232
1000	1622828919	101072	0.729572	0.270428	0.497942	0.502058
1000	1622828919	101073	0.744376	0.255624	0.526419	0.473581
1000	1622828919	101074	0.746988	0.253012	0.547809	0.452191
1000	1622828919	101075	0.765914	0.234086	0.54386	0.45614
1000	1622828919	101076	0.749495	0.250505	0.538614	0.461386
1000	1622828919	101077	0.749499	0.250501	0.52495	0.47505
1000	1622828919	101078	0.735178	0.264822	0.546559	0.453441
1000	1622828919	101079	0.751566	0.248434	0.527831	0.472169
1000	1622828919	101080	0.761905	0.238095	0.542339	0.457661
1000	1622828919	101081	0.76494	0.23506	0.552209	0.447791
1000	1622828919	101082	0.764356	0.235644	0.539394	0.460606
1000	1622828919	101083	0.726695	0.273305	0.498106	0.501894
1000	1622828919	101084	0.740234	0.259766	0.481557	0.518443
1000	1622828919	101085	0.75431	0.24569	0.475746	0.524254
1000	1622828919	101086	0.74	0.26	0.468	0.532
1000	1622828919	101087	0.725253	0.274747	0.485149	0.514851
1000	1622828919	101088	0.711462	0.288538	0.467611	0.532389
1000	1622828919	101089	0.708249	0.291751	0.447316	0.552684
1000	1622828919	101090	0.649706	0.350294	0.439673	0.560327
1000	1622828919	101091	0.655804	0.344196	0.410609	0.589391
1000	1622828919	101092	0.646316	0.353684	0.424762	0.575238
1000	1622828919	101093	0.631356	0.368644	0.42803	0.57197
1000	1622828919	101094	0.564961	0.435039	0.400407	0.599593
1000	1622828919	101095	0.568317	0.431683	0.424242	0.575758
1000	1622828919	101096	0.597484	0.402516	0.443595	0.556405
1000	1622828919	101097	0.620825	0.379175	0.427699	0.572301
1000	1622828919	101098	0.59501	0.40499	0.43215	0.56785
1000	1622828919	101099	0.59	0.41	0.416	0.584
1000	1622828919	101100	0.594646	0.405354	0.419287	0.580713
1000	1622828919	101101	0.623552	0.376448	0.446058	0.553942
1000	1622828919	101102	0.593928	0.406072	0.43129	0.56871
1000	1622828919	101103	0.588595	0.411405	0.428291	0.571709
1000	1622828919	101104	0.588822	0.411178	0.43487	0.56513
1000	1622828919	101105	0.58317	0.41683	0.396728	0.603272
1000	1622828919	101106	0.595918	0.404082	0.394118	0.605882
1000	1622828919	101107	0.595618	0.404382	0.407631	0.592369
1000	1622828919	101108	0.596273	0.403727	0.39265	0.60735
1000	1622828919	101109	0.664634	0.335366	0.399606	0.600394
1000	1622828919	101110	0.684314	0.315686	0.391837	0.608163
1000	1622828919	101111	0.660079	0.339921	0.410931	0.589069
1000	1622828919	101112	0.663866	0.336134	0.417939	0.582061
1000	1622828919	101113	0.630303	0.369697	0.413861	0.586139
1000	1622828919	101114	0.654472	0.345528	0.397638	0.602362
1000	1622828919	101115	0.675105	0.324895	0.418251	0.581749
1000	1622828919	101116	0.655172	0.344828	0.426036	0.573964
1000	1622828919	101117	0.634951	0.365049	0.408247	0.591753
1000	1622828919	101118	0.602794	0.397206	0.40481	0.59519
1000	1622828919	101119	0.593385	0.406615	0.409465	0.590535
1000	1622828919	101120	0.612774	0.387226	0.39479	0.60521
1000	1622828919	101121	0.634538	0.365462	0.374502	0.625498
1000	1622828919	101122	0.634051	0.365949	0.382413	0.617587
1000	1622828919	101123	0.608602	0.391398	0.401869	0.598131
1000	1622828919	101124	0.595825	0.404175	0.424947	0.575053
1000	1622828919	101125	0.569721	0.430279	0.455823	0.544177
1000	1622828919	101126	0.551308	0.448692	0.439364	0.560636
1000	1622828919	101127	0.565121	0.434879	0.418647	0.581353
1000	1622828919	101128	0.552632	0.447368	0.418803	0.581197
1000	1622828919	101129	0.54672	0.45328	0.366197	0.633803
1000	1622828919	101130	0.535433	0.464567	0.337398	0.662602
1000	1622828919	101131	0.532129	0.467871	0.318725	0.681275
1000	1622828919	101132	0.526316	0.473684	0.306667	0.693333
1000	1622828919	101133	0.575099	0.424901	0.327935	0.672065
1000	1622828919	101134	0.523422	0.476578	0.3222	0.6778
1000	1622828919	101135	0.527426	0.472574	0.3327	0.6673
1000	1622828919	101136	0.509278	0.490722	0.372816	0.627184
1000	1622828919	101137	0.503906	0.496094	0.331967	0.668033
1000	1622828919	101138	0.511538	0.488462	0.335417	0.664583
1000	1622828919	101139	0.554	0.446	0.336	0.664
1000	1622828919	101140	0.548117	0.451883	0.312261	0.687739
1000	1622828919	101141	0.562264	0.437736	0.314894	0.685106
1000	1622828919	101142	0.571138	0.428862	0.312992	0.687008
1000	1622828919	101143	0.556886	0.443114	0.314629	0.685371
1000	1622828919	101144	0.570611	0.429389	0.292017	0.707983
1000	1622828919	101145	0.58483	0.41517	0.312625	0.687375
1000	1622828919	101146	0.565714	0.434286	0.269474	0.730526
1000	1622828919	101147	0.573964	0.426036	0.294118	0.705882
1000	1622828919	101148	0.547619	0.452381	0.272177	0.727823
1000	1622828919	101149	0.566355	0.433645	0.301075	0.698925
1000	1622828919	101150	0.573333	0.426667	0.324211	0.675789
1000	1622828919	101151	0.539095	0.460905	0.309339	0.690661
1000	1622828919	101152	0.526839	0.473161	0.315895	0.684105
1000	1622828919	101153	0.539235	0.460765	0.324056	0.675944
1000	1622828919	101154	0.53937	0.46063	0.310976	0.689024
1000	1622828919	101155	0.561368	0.438632	0.314115	0.685885
1000	1622828919	101156	0.563462	0.436538	0.295833	0.704167
1000	1622828919	101157	0.515464	0.484536	0.31068	0.68932
1000	1622828919	101158	0.547718	0.452282	0.320463	0.679537
1000	1622828919	101159	0.560396	0.439604	0.363636	0.636364
1000	1622828919	101160	0.541833	0.458167	0.385542	0.614458
1000	1622828919	101161	0.543967	0.456033	0.39726	0.60274
1000	1622828919	101162	0.593496	0.406504	0.383858	0.616142
1000	1622828919	101163	0.595528	0.404472	0.401575	0.598425
1000	1622828919	101164	0.551257	0.448743	0.358178	0.641822
1000	1622828919	101165	0.56381	0.43619	0.366316	0.633684
1000	1622828919	101166	0.590074	0.409926	0.326754	0.673246
1000	1622828919	101167	0.603659	0.396341	0.356299	0.643701
1000	1622828919	101168	0.585153	0.414847	0.363469	0.636531
1000	1622828919	101169	0.541109	0.458891	0.383648	0.616352
1000	1622828919	101170	0.563596	0.436404	0.422794	0.577206
1000	1622828919	101171	0.550403	0.449597	0.444444	0.555556
1000	1622828919	101172	0.54326	0.45674	0.473161	0.526839
1000	1622828919	101173	0.517312	0.482688	0.414538	0.585462
1000	1622828919	101174	0.492569	0.507431	0.406427	0.593573
1000	1622828919	101175	0.483685	0.516315	0.36952	0.63048
1000	1622828919	101176	0.489362	0.510638	0.362319	0.637681
1000	1622828919	101177	0.462168	0.537832	0.385519	0.614481
1000	1622828919	101178	0.45098	0.54902	0.363265	0.636735
1000	1622828919	101179	0.450787	0.549213	0.367886	0.632114
1000	1622828919	101180	0.422311	0.577689	0.355422	0.644578
1000	1622828919	101181	0.423529	0.576471	0.340816	0.659184
1000	1622828919	101182	0.415354	0.584646	0.331301	0.668699
1000	1622828919	101183	0.463855	0.536145	0.374502	0.625498
1000	1622828919	101184	0.466539	0.533461	0.385744	0.614256
1000	1622828919	101185	0.465726	0.534274	0.369048	0.630952
1000	1622828919	101186	0.480545	0.519455	0.376543	0.623457
1000	1622828919	101187	0.493042	0.506958	0.37827	0.62173
1000	1622828919	101188	0.495108	0.504892	0.351738	0.648262
1000	1622828919	101189	0.483673	0.516327	0.34902	0.65098
1000	1622828919	101190	0.470238	0.529762	0.346774	0.653226
1000	1622828919	101191	0.446247	0.553753	0.337278	0.662722
1000	1622828919	101192	0.455487	0.544513	0.377176	0.622824
1000	1622828919	101193	0.45509	0.54491	0.374749	0.625251
1000	1622828919	101194	0.440816	0.559184	0.356863	0.643137
1000	1622828919	101195	0.432432	0.567568	0.339114	0.660886
1000	1622828919	101196	0.409091	0.590909	0.309717	0.690283
1000	1622828919	101197	0.410822	0.589178	0.297405	0.702595
1000	1622828919	101198	0.426778	0.573222	0.273946	0.726054
1000	1622828919	101199	0.449612	0.550388	0.256198	0.743802
1000	1622828919	101200	0.442857	0.557143	0.254902	0.745098
