Td	run	gen	p1m_in_p3	p2m_in_p3	p1f_in_p3	p2f_in_p3
100	1622818207	100232	0.512448	0.487552	0.561776	0.438224
100	1622818207	100233	0.539715	0.460285	0.573674	0.426326
100	1622818207	100234	0.554028	0.445972	0.598778	0.401222
100	1622818207	100235	0.543353	0.456647	0.590437	0.409563
100	1622818207	100236	0.542914	0.457086	0.619238	0.380762
100	1622818207	100237	0.560241	0.439759	0.659363	0.340637
100	1622818207	100238	0.604508	0.395492	0.654297	0.345703
100	1622818207	100239	0.590264	0.409736	0.637081	0.362919
100	1622818207	100240	0.624217	0.375783	0.654511	0.345489
100	1622818207	100241	0.640625	0.359375	0.647541	0.352459
100	1622818207	100242	0.641434	0.358566	0.628514	0.371486
100	1622818207	100243	0.657315	0.342685	0.582834	0.417166
100	1622818207	100244	0.646067	0.353933	0.596567	0.403433
100	1622818207	100245	0.676357	0.323643	0.57438	0.42562
100	1622818207	100246	0.701863	0.298137	0.566731	0.433269
100	1622818207	100247	0.709611	0.290389	0.604697	0.395303
100	1622818207	100248	0.694845	0.305155	0.596117	0.403883
100	1622818207	100249	0.725681	0.274319	0.621399	0.378601
100	1622818207	100250	0.742915	0.257085	0.594862	0.405138
100	1622818207	100251	0.787645	0.212355	0.564315	0.435685
100	1622818207	100252	0.75947	0.24053	0.576271	0.423729
100	1622818207	100253	0.765267	0.234733	0.546218	0.453782
100	1622818207	100254	0.728713	0.271287	0.549495	0.450505
100	1622818207	100255	0.74	0.26	0.58	0.42
100	1622818207	100256	0.779835	0.220165	0.542802	0.457198
100	1622818207	100257	0.743434	0.256566	0.538614	0.461386
100	1622818207	100258	0.751969	0.248031	0.550813	0.449187
100	1622818207	100259	0.756701	0.243299	0.516505	0.483495
100	1622818207	100260	0.752437	0.247563	0.507187	0.492813
100	1622818207	100261	0.706	0.294	0.536	0.464
100	1622818207	100262	0.706897	0.293103	0.516736	0.483264
100	1622818207	100263	0.716535	0.283465	0.526423	0.473577
100	1622818207	100264	0.706751	0.293249	0.54943	0.45057
100	1622818207	100265	0.676647	0.323353	0.57515	0.42485
100	1622818207	100266	0.676136	0.323864	0.57839	0.42161
100	1622818207	100267	0.695736	0.304264	0.636364	0.363636
100	1622818207	100268	0.724138	0.275862	0.633136	0.366864
100	1622818207	100269	0.73904	0.26096	0.648752	0.351248
100	1622818207	100270	0.749004	0.250996	0.62249	0.37751
100	1622818207	100271	0.757692	0.242308	0.625	0.375
100	1622818207	100272	0.767717	0.232283	0.644309	0.355691
100	1622818207	100273	0.746183	0.253817	0.602941	0.397059
100	1622818207	100274	0.741176	0.258824	0.608163	0.391837
100	1622818207	100275	0.757028	0.242972	0.605578	0.394422
100	1622818207	100276	0.743802	0.256198	0.610465	0.389535
100	1622818207	100277	0.758416	0.241584	0.581818	0.418182
100	1622818207	100278	0.774319	0.225681	0.576132	0.423868
100	1622818207	100279	0.76494	0.23506	0.554217	0.445783
100	1622818207	100280	0.777778	0.222222	0.556436	0.443564
100	1622818207	100281	0.775	0.225	0.571154	0.428846
100	1622818207	100282	0.800797	0.199203	0.562249	0.437751
100	1622818207	100283	0.779093	0.220907	0.56998	0.43002
100	1622818207	100284	0.789773	0.210227	0.582627	0.417373
100	1622818207	100285	0.778	0.222	0.58	0.42
100	1622818207	100286	0.767258	0.232742	0.58215	0.41785
100	1622818207	100287	0.772727	0.227273	0.594961	0.405039
100	1622818207	100288	0.746862	0.253138	0.574713	0.425287
100	1622818207	100289	0.755601	0.244399	0.591356	0.408644
100	1622818207	100290	0.726577	0.273423	0.616352	0.383648
100	1622818207	100291	0.738776	0.261224	0.613725	0.386275
100	1622818207	100292	0.751004	0.248996	0.583665	0.416335
100	1622818207	100293	0.748491	0.251509	0.588469	0.411531
100	1622818207	100294	0.719512	0.280488	0.57874	0.42126
100	1622818207	100295	0.696177	0.303823	0.634195	0.365805
100	1622818207	100296	0.692308	0.307692	0.585742	0.414258
100	1622818207	100297	0.668067	0.331933	0.572519	0.427481
100	1622818207	100298	0.660886	0.339114	0.569647	0.430353
100	1622818207	100299	0.656546	0.343454	0.553911	0.446089
100	1622818207	100300	0.676955	0.323045	0.568093	0.431907
