Td	run	gen	p1m_in_p3	p2m_in_p3	p1f_in_p3	p2f_in_p3
1000	3326281477	101000	0.5	0.5	0.5	0.5
1000	3326281477	101001	0.502398	0.497602	0.504404	0.495596
1000	3326281477	101002	0.500203	0.499797	0.486391	0.513609
1000	3326281477	101003	0.498208	0.501792	0.490558	0.509442
1000	3326281477	101004	0.514425	0.485575	0.481292	0.518708
1000	3326281477	101005	0.516506	0.483494	0.482512	0.517488
1000	3326281477	101006	0.507904	0.492096	0.489933	0.510067
1000	3326281477	101007	0.511129	0.488871	0.497034	0.502966
1000	3326281477	101008	0.509569	0.490431	0.513242	0.486758
1000	3326281477	101009	0.508263	0.491737	0.519651	0.480349
1000	3326281477	101010	0.508758	0.491242	0.525344	0.474656
1000	3326281477	101011	0.514746	0.485254	0.537241	0.462759
1000	3326281477	101012	0.503167	0.496833	0.540825	0.459175
1000	3326281477	101013	0.514297	0.485703	0.546737	0.453263
1000	3326281477	101014	0.516492	0.483508	0.539379	0.460621
1000	3326281477	101015	0.508281	0.491719	0.539367	0.460633
1000	3326281477	101016	0.486088	0.513912	0.547731	0.452269
1000	3326281477	101017	0.496267	0.503733	0.553157	0.446843
1000	3326281477	101018	0.500402	0.499598	0.546576	0.453424
1000	3326281477	101019	0.498839	0.501161	0.558361	0.441639
1000	3326281477	101020	0.510931	0.489069	0.571542	0.428458
1000	3326281477	101021	0.502224	0.497776	0.567471	0.432529
1000	3326281477	101022	0.493145	0.506855	0.576624	0.423376
1000	3326281477	101023	0.4996	0.5004	0.577538	0.422462
1000	3326281477	101024	0.495861	0.504139	0.566382	0.433618
1000	3326281477	101025	0.491553	0.508447	0.564439	0.435561
1000	3326281477	101026	0.487231	0.512769	0.573628	0.426372
1000	3326281477	101027	0.489538	0.510462	0.57803	0.42197
1000	3326281477	101028	0.495081	0.504919	0.550224	0.449776
1000	3326281477	101029	0.498156	0.501844	0.554513	0.445487
1000	3326281477	101030	0.507822	0.492178	0.549262	0.450738
1000	3326281477	101031	0.500801	0.499199	0.540735	0.459265
1000	3326281477	101032	0.48559	0.51441	0.527767	0.472233
1000	3326281477	101033	0.481422	0.518578	0.53645	0.46355
1000	3326281477	101034	0.47282	0.52718	0.535407	0.464593
1000	3326281477	101035	0.471353	0.528647	0.55061	0.44939
1000	3326281477	101036	0.479349	0.520651	0.568896	0.431104
1000	3326281477	101037	0.484249	0.515751	0.58439	0.41561
1000	3326281477	101038	0.500778	0.499222	0.593493	0.406507
1000	3326281477	101039	0.515323	0.484677	0.593254	0.406746
1000	3326281477	101040	0.523144	0.476856	0.587811	0.412189
1000	3326281477	101041	0.511162	0.488838	0.579933	0.420067
1000	3326281477	101042	0.511647	0.488353	0.585586	0.414414
1000	3326281477	101043	0.510429	0.489571	0.56771	0.43229
1000	3326281477	101044	0.500805	0.499195	0.583134	0.416866
1000	3326281477	101045	0.493651	0.506349	0.60121	0.39879
1000	3326281477	101046	0.487558	0.512442	0.592669	0.407331
1000	3326281477	101047	0.494663	0.505337	0.597894	0.402106
1000	3326281477	101048	0.490117	0.509883	0.622372	0.377628
1000	3326281477	101049	0.477192	0.522808	0.636144	0.363856
1000	3326281477	101050	0.47054	0.52946	0.63332	0.36668
1000	3326281477	101051	0.459361	0.540639	0.634349	0.365651
1000	3326281477	101052	0.458796	0.541204	0.628029	0.371971
1000	3326281477	101053	0.460553	0.539447	0.627647	0.372353
1000	3326281477	101054	0.477751	0.522249	0.617089	0.382911
1000	3326281477	101055	0.464286	0.535714	0.635808	0.364192
1000	3326281477	101056	0.468636	0.531364	0.646501	0.353499
1000	3326281477	101057	0.488334	0.511666	0.656629	0.343371
1000	3326281477	101058	0.49941	0.50059	0.640504	0.359496
1000	3326281477	101059	0.505233	0.494767	0.631955	0.368045
1000	3326281477	101060	0.505793	0.494207	0.634762	0.365238
1000	3326281477	101061	0.504302	0.495698	0.637358	0.362642
1000	3326281477	101062	0.517762	0.482238	0.626421	0.373579
1000	3326281477	101063	0.532187	0.467813	0.632653	0.367347
1000	3326281477	101064	0.509334	0.490666	0.630521	0.369479
1000	3326281477	101065	0.503574	0.496426	0.630137	0.369863
1000	3326281477	101066	0.506784	0.493216	0.633921	0.366079
1000	3326281477	101067	0.516103	0.483897	0.625755	0.374245
1000	3326281477	101068	0.523444	0.476556	0.619952	0.380048
1000	3326281477	101069	0.528147	0.471853	0.624488	0.375512
1000	3326281477	101070	0.526021	0.473979	0.620304	0.379696
1000	3326281477	101071	0.532431	0.467569	0.617209	0.382791
1000	3326281477	101072	0.532277	0.467723	0.608485	0.391515
1000	3326281477	101073	0.520017	0.479983	0.616065	0.383935
1000	3326281477	101074	0.514504	0.485496	0.604051	0.395949
1000	3326281477	101075	0.525698	0.474302	0.591934	0.408066
1000	3326281477	101076	0.522654	0.477346	0.596123	0.403877
1000	3326281477	101077	0.537436	0.462564	0.616987	0.383013
1000	3326281477	101078	0.539875	0.460125	0.622649	0.377351
1000	3326281477	101079	0.533822	0.466178	0.616654	0.383346
1000	3326281477	101080	0.522106	0.477894	0.613455	0.386545
1000	3326281477	101081	0.525533	0.474467	0.626343	0.373657
1000	3326281477	101082	0.549256	0.450744	0.636689	0.363311
1000	3326281477	101083	0.533949	0.466051	0.643967	0.356033
1000	3326281477	101084	0.538033	0.461967	0.647248	0.352752
1000	3326281477	101085	0.532033	0.467967	0.636912	0.363088
1000	3326281477	101086	0.52579	0.47421	0.635054	0.364946
1000	3326281477	101087	0.545024	0.454976	0.628849	0.371151
1000	3326281477	101088	0.526078	0.473922	0.615205	0.384795
1000	3326281477	101089	0.517339	0.482661	0.615079	0.384921
1000	3326281477	101090	0.532265	0.467735	0.620179	0.379821
1000	3326281477	101091	0.538153	0.461847	0.627888	0.372112
1000	3326281477	101092	0.551256	0.448744	0.618131	0.381869
1000	3326281477	101093	0.540057	0.459943	0.627312	0.372688
1000	3326281477	101094	0.5448	0.4552	0.6324	0.3676
1000	3326281477	101095	0.539185	0.460815	0.64134	0.35866
1000	3326281477	101096	0.551724	0.448276	0.656824	0.343176
1000	3326281477	101097	0.550905	0.449095	0.637376	0.362624
1000	3326281477	101098	0.545637	0.454363	0.639089	0.360911
1000	3326281477	101099	0.533041	0.466959	0.651929	0.348071
1000	3326281477	101100	0.530285	0.469715	0.660152	0.339848
1000	3326281477	101101	0.523181	0.476819	0.671737	0.328263
1000	3326281477	101102	0.51775	0.48225	0.6787	0.3213
1000	3326281477	101103	0.518087	0.481913	0.665605	0.334395
1000	3326281477	101104	0.506603	0.493397	0.668533	0.331467
1000	3326281477	101105	0.500393	0.499607	0.672091	0.327909
1000	3326281477	101106	0.511572	0.488428	0.669206	0.330794
1000	3326281477	101107	0.526106	0.473894	0.672421	0.327579
1000	3326281477	101108	0.540509	0.459491	0.674834	0.325166
1000	3326281477	101109	0.544165	0.455835	0.676935	0.323065
1000	3326281477	101110	0.565287	0.434713	0.686495	0.313505
1000	3326281477	101111	0.550964	0.449036	0.699878	0.300122
1000	3326281477	101112	0.541617	0.458383	0.699076	0.300924
1000	3326281477	101113	0.538339	0.461661	0.697946	0.302054
1000	3326281477	101114	0.551462	0.448538	0.681183	0.318817
1000	3326281477	101115	0.561438	0.438562	0.686513	0.313487
1000	3326281477	101116	0.562972	0.437028	0.670157	0.329843
1000	3326281477	101117	0.571316	0.428684	0.680341	0.319659
1000	3326281477	101118	0.565545	0.434455	0.692121	0.307879
1000	3326281477	101119	0.563375	0.436625	0.694678	0.305322
1000	3326281477	101120	0.561661	0.438339	0.682658	0.317342
1000	3326281477	101121	0.550425	0.449575	0.680363	0.319637
1000	3326281477	101122	0.558566	0.441434	0.67751	0.32249
1000	3326281477	101123	0.554868	0.445132	0.666925	0.333075
1000	3326281477	101124	0.544462	0.455538	0.66152	0.33848
1000	3326281477	101125	0.539148	0.460852	0.671795	0.328205
1000	3326281477	101126	0.526761	0.473239	0.685089	0.314911
1000	3326281477	101127	0.514899	0.485101	0.683045	0.316955
1000	3326281477	101128	0.514618	0.485382	0.687175	0.312825
1000	3326281477	101129	0.510934	0.489066	0.682897	0.317103
1000	3326281477	101130	0.504519	0.495481	0.674949	0.325051
1000	3326281477	101131	0.524257	0.475743	0.675123	0.324877
1000	3326281477	101132	0.543513	0.456487	0.679207	0.320793
