Td	run	gen	p1m_in_p3	p2m_in_p3	p1f_in_p3	p2f_in_p3
100	1214366183	100190	0.953307	0.0466926	0.761317	0.238683
100	1214366183	100191	0.965217	0.0347826	0.751852	0.248148
100	1214366183	100192	0.953846	0.0461538	0.745833	0.254167
100	1214366183	100193	0.936709	0.0632911	0.775665	0.224335
100	1214366183	100194	0.94186	0.0581395	0.77686	0.22314
100	1214366183	100195	0.909836	0.0901639	0.742188	0.257812
100	1214366183	100196	0.905738	0.0942623	0.773438	0.226562
100	1214366183	100197	0.895349	0.104651	0.768595	0.231405
100	1214366183	100198	0.878543	0.121457	0.754941	0.245059
100	1214366183	100199	0.885375	0.114625	0.744939	0.255061
100	1214366183	100200	0.891129	0.108871	0.694444	0.305556
100	1214366183	100201	0.891213	0.108787	0.708812	0.291188
100	1214366183	100202	0.879167	0.120833	0.7	0.3
100	1214366183	100203	0.871698	0.128302	0.719149	0.280851
100	1214366183	100204	0.852713	0.147287	0.764463	0.235537
100	1214366183	100205	0.883459	0.116541	0.760684	0.239316
100	1214366183	100206	0.874101	0.125899	0.801802	0.198198
100	1214366183	100207	0.902439	0.097561	0.759843	0.240157
100	1214366183	100208	0.918699	0.0813008	0.755906	0.244094
100	1214366183	100209	0.927126	0.0728745	0.731225	0.268775
100	1214366183	100210	0.922481	0.0775194	0.727273	0.272727
100	1214366183	100211	0.937255	0.0627451	0.730612	0.269388
100	1214366183	100212	0.923729	0.0762712	0.674242	0.325758
100	1214366183	100213	0.912879	0.0871212	0.648305	0.351695
100	1214366183	100214	0.906615	0.0933852	0.62963	0.37037
100	1214366183	100215	0.900398	0.0996016	0.614458	0.385542
100	1214366183	100216	0.925926	0.0740741	0.618677	0.381323
100	1214366183	100217	0.90535	0.0946502	0.642023	0.357977
100	1214366183	100218	0.919492	0.0805085	0.681818	0.318182
100	1214366183	100219	0.928571	0.0714286	0.665323	0.334677
100	1214366183	100220	0.933054	0.0669456	0.632184	0.367816
100	1214366183	100221	0.94	0.06	0.66	0.34
100	1214366183	100222	0.931915	0.0680851	0.592453	0.407547
100	1214366183	100223	0.941406	0.0585938	0.627049	0.372951
100	1214366183	100224	0.953846	0.0461538	0.654167	0.345833
100	1214366183	100225	0.96124	0.0387597	0.628099	0.371901
100	1214366183	100226	0.960938	0.0390625	0.680328	0.319672
100	1214366183	100227	0.975207	0.0247934	0.670543	0.329457
100	1214366183	100228	0.981818	0.0181818	0.682143	0.317857
100	1214366183	100229	0.981343	0.0186567	0.637931	0.362069
100	1214366183	100230	0.992126	0.00787402	0.569106	0.430894
100	1214366183	100231	0.983122	0.0168776	0.56654	0.43346
100	1214366183	100232	0.96748	0.0325203	0.562992	0.437008
100	1214366183	100233	0.974249	0.0257511	0.554307	0.445693
100	1214366183	100234	0.976	0.024	0.548	0.452
100	1214366183	100235	0.968127	0.0318725	0.485944	0.514056
100	1214366183	100236	0.973384	0.026616	0.459916	0.540084
100	1214366183	100237	0.978261	0.0217391	0.451852	0.548148
100	1214366183	100238	0.973913	0.026087	0.414815	0.585185
100	1214366183	100239	0.957031	0.0429688	0.438525	0.561475
100	1214366183	100240	0.954717	0.045283	0.404255	0.595745
100	1214366183	100241	0.954198	0.0458015	0.315126	0.684874
100	1214366183	100242	0.953668	0.046332	0.273859	0.726141
100	1214366183	100243	0.936	0.064	0.236	0.764
100	1214366183	100244	0.945098	0.054902	0.204082	0.795918
100	1214366183	100245	0.951311	0.0486891	0.197425	0.802575
100	1214366183	100246	0.930233	0.0697674	0.239669	0.760331
100	1214366183	100247	0.946721	0.0532787	0.28125	0.71875
100	1214366183	100248	0.943089	0.0569106	0.307087	0.692913
100	1214366183	100249	0.924051	0.0759494	0.319392	0.680608
100	1214366183	100250	0.930233	0.0697674	0.301653	0.698347
100	1214366183	100251	0.920319	0.0796813	0.305221	0.694779
100	1214366183	100252	0.927126	0.0728745	0.312253	0.687747
100	1214366183	100253	0.901639	0.0983607	0.308594	0.691406
100	1214366183	100254	0.899194	0.100806	0.289683	0.710317
100	1214366183	100255	0.909465	0.090535	0.322957	0.677043
100	1214366183	100256	0.893004	0.106996	0.307393	0.692607
100	1214366183	100257	0.898785	0.101215	0.241107	0.758893
100	1214366183	100258	0.908367	0.0916335	0.2249	0.7751
100	1214366183	100259	0.92803	0.0719697	0.207627	0.792373
100	1214366183	100260	0.924812	0.075188	0.17094	0.82906
100	1214366183	100261	0.913725	0.0862745	0.155102	0.844898
100	1214366183	100262	0.959514	0.0404858	0.173913	0.826087
100	1214366183	100263	0.947791	0.0522088	0.155378	0.844622
100	1214366183	100264	0.955224	0.0447761	0.155172	0.844828
100	1214366183	100265	0.972112	0.0278884	0.15261	0.84739
100	1214366183	100266	0.968254	0.031746	0.133065	0.866935
100	1214366183	100267	0.959184	0.0408163	0.152941	0.847059
100	1214366183	100268	0.946154	0.0538462	0.15	0.85
100	1214366183	100269	0.955056	0.0449438	0.145923	0.854077
100	1214366183	100270	0.977358	0.0226415	0.119149	0.880851
100	1214366183	100271	0.976562	0.0234375	0.118852	0.881148
100	1214366183	100272	0.964567	0.0354331	0.101626	0.898374
100	1214366183	100273	0.972763	0.0272374	0.0658436	0.934156
100	1214366183	100274	0.96139	0.03861	0.0746888	0.925311
100	1214366183	100275	0.96	0.04	0.092	0.908
100	1214366183	100276	0.959839	0.0401606	0.0796813	0.920319
100	1214366183	100277	0.958491	0.0415094	0.0510638	0.948936
100	1214366183	100278	0.953846	0.0461538	0.0416667	0.958333
100	1214366183	100279	0.963504	0.0364964	0.0442478	0.955752
100	1214366183	100280	0.969298	0.0307018	0.0220588	0.977941
100	1214366183	100281	0.97048	0.0295203	0.0218341	0.978166
100	1214366183	100282	0.992095	0.00790514	0.0202429	0.979757
100	1214366183	100283	0.97992	0.0200803	0.0119522	0.988048
100	1214366183	100284	0.968992	0.0310078	0.0	1.0
100	1214366183	100285	0.966942	0.0330579	0.0	1.0
100	1214366183	100286	0.972112	0.0278884	0.0	1.0
100	1214366183	100287	0.964286	0.0357143	0.0	1.0
100	1214366183	100288	0.969697	0.030303	0.0	1.0
100	1214366183	100289	0.957627	0.0423729	0.0	1.0
100	1214366183	100290	0.958015	0.0419847	0.0	1.0
100	1214366183	100291	0.962025	0.0379747	0.0	1.0
100	1214366183	100292	0.965251	0.034749	0.0	1.0
100	1214366183	100293	0.95122	0.0487805	0.0	1.0
100	1214366183	100294	0.971074	0.0289256	0.0	1.0
100	1214366183	100295	0.975	0.025	0.0	1.0
100	1214366183	100296	0.988048	0.0119522	0.0	1.0
100	1214366183	100297	0.978992	0.0210084	0.0	1.0
100	1214366183	100298	0.982833	0.0171674	0.0	1.0
100	1214366183	100299	0.995918	0.00408163	0.0	1.0
100	1214366183	100300	1.0	0.0	0.0	1.0
