Tdiff	run	gen	p1m_in_p3	p2m_in_p3	p1f_in_p3	p2f_in_p3
100	2252115279	156	0.345361	0.654639	0.506457	0.493543
100	2252115279	157	0.351947	0.648053	0.504681	0.495319
100	2252115279	158	0.358943	0.641057	0.528346	0.471654
100	2252115279	159	0.355793	0.644207	0.533515	0.466485
100	2252115279	160	0.372397	0.627603	0.535084	0.464916
100	2252115279	161	0.377381	0.622619	0.520565	0.479435
100	2252115279	162	0.365959	0.634041	0.517508	0.482492
100	2252115279	163	0.375151	0.624849	0.507338	0.492662
100	2252115279	164	0.375699	0.624301	0.518415	0.481585
100	2252115279	165	0.374365	0.625635	0.504711	0.495289
100	2252115279	166	0.368505	0.631495	0.499199	0.500801
100	2252115279	167	0.353961	0.646039	0.501421	0.498579
100	2252115279	168	0.349499	0.650501	0.488224	0.511776
100	2252115279	169	0.360979	0.639021	0.488655	0.511345
100	2252115279	170	0.351085	0.648915	0.488844	0.511156
100	2252115279	171	0.351987	0.648013	0.487372	0.512628
100	2252115279	172	0.357597	0.642403	0.46782	0.53218
100	2252115279	173	0.358943	0.641057	0.46378	0.53622
100	2252115279	174	0.353036	0.646964	0.466403	0.533597
100	2252115279	175	0.345734	0.654266	0.447962	0.552038
100	2252115279	176	0.333468	0.666532	0.451166	0.548834
100	2252115279	177	0.342712	0.657288	0.454732	0.545268
100	2252115279	178	0.356267	0.643733	0.452853	0.547147
100	2252115279	179	0.33732	0.66268	0.43534	0.56466
100	2252115279	180	0.329657	0.670343	0.436814	0.563186
100	2252115279	181	0.342822	0.657178	0.468713	0.531287
100	2252115279	182	0.33979	0.66021	0.468676	0.531324
100	2252115279	183	0.339106	0.660894	0.479539	0.520461
100	2252115279	184	0.337065	0.662935	0.481793	0.518207
100	2252115279	185	0.335471	0.664529	0.473852	0.526148
100	2252115279	186	0.347809	0.652191	0.470354	0.529646
100	2252115279	187	0.337228	0.662772	0.476966	0.523034
100	2252115279	188	0.324292	0.675708	0.477337	0.522663
100	2252115279	189	0.3	0.7	0.48	0.52
100	2252115279	190	0.298851	0.701149	0.465482	0.534518
100	2252115279	191	0.296938	0.703062	0.459095	0.540905
100	2252115279	192	0.30699	0.69301	0.465351	0.534649
100	2252115279	193	0.295889	0.704111	0.464805	0.535195
100	2252115279	194	0.280128	0.719872	0.473536	0.526464
100	2252115279	195	0.295922	0.704078	0.483551	0.516449
100	2252115279	196	0.294998	0.705002	0.476229	0.523771
100	2252115279	197	0.288416	0.711584	0.473599	0.526401
100	2252115279	198	0.289081	0.710919	0.463325	0.536675
100	2252115279	199	0.281375	0.718625	0.473179	0.526821
100	2252115279	200	0.293117	0.706883	0.461974	0.538026
100	2252115279	201	0.30739	0.69261	0.467427	0.532573
100	2252115279	202	0.317961	0.682039	0.486155	0.513845
100	2252115279	203	0.318145	0.681855	0.473179	0.526821
100	2252115279	204	0.3044	0.6956	0.460638	0.539362
100	2252115279	205	0.311871	0.688129	0.452087	0.547913
100	2252115279	206	0.314503	0.685497	0.444089	0.555911
100	2252115279	207	0.321498	0.678502	0.452195	0.547805
100	2252115279	208	0.320154	0.679846	0.462213	0.537787
100	2252115279	209	0.327059	0.672941	0.46898	0.53102
100	2252115279	210	0.33774	0.66226	0.467252	0.532748
100	2252115279	211	0.314939	0.685061	0.469346	0.530654
100	2252115279	212	0.312351	0.687649	0.4751	0.5249
100	2252115279	213	0.301696	0.698304	0.462758	0.537242
100	2252115279	214	0.314844	0.685156	0.466319	0.533681
100	2252115279	215	0.326324	0.673676	0.471706	0.528294
100	2252115279	216	0.333068	0.666932	0.470683	0.529317
100	2252115279	217	0.322156	0.677844	0.471343	0.528657
100	2252115279	218	0.317005	0.682995	0.472881	0.527119
100	2252115279	219	0.310703	0.689297	0.465946	0.534054
100	2252115279	220	0.313267	0.686733	0.477576	0.522424
100	2252115279	221	0.322371	0.677629	0.487978	0.512022
100	2252115279	222	0.331616	0.668384	0.486268	0.513732
100	2252115279	223	0.350256	0.649744	0.500203	0.499797
100	2252115279	224	0.337564	0.662436	0.4881	0.5119
100	2252115279	225	0.339734	0.660266	0.484069	0.515931
100	2252115279	226	0.337978	0.662022	0.486334	0.513666
100	2252115279	227	0.341935	0.658065	0.47619	0.52381
100	2252115279	228	0.339102	0.660898	0.484648	0.515352
100	2252115279	229	0.329454	0.670546	0.486045	0.513955
100	2252115279	230	0.334412	0.665588	0.492283	0.507717
100	2252115279	231	0.343602	0.656398	0.481361	0.518639
100	2252115279	232	0.361669	0.638331	0.474583	0.525417
100	2252115279	233	0.368612	0.631388	0.489861	0.510139
100	2252115279	234	0.383422	0.616578	0.487652	0.512348
100	2252115279	235	0.396135	0.603865	0.497218	0.502782
100	2252115279	236	0.406481	0.593519	0.501952	0.498048
100	2252115279	237	0.406523	0.593477	0.489541	0.510459
100	2252115279	238	0.417522	0.582478	0.495134	0.504866
100	2252115279	239	0.419223	0.580777	0.498239	0.501761
100	2252115279	240	0.416363	0.583637	0.482023	0.517977
100	2252115279	241	0.410308	0.589692	0.497397	0.502603
100	2252115279	242	0.404008	0.595992	0.508583	0.491417
100	2252115279	243	0.397309	0.602691	0.504246	0.495754
100	2252115279	244	0.379909	0.620091	0.487795	0.512205
100	2252115279	245	0.384101	0.615899	0.489223	0.510777
100	2252115279	246	0.389384	0.610616	0.479463	0.520537
100	2252115279	247	0.384796	0.615204	0.476307	0.523693
100	2252115279	248	0.376929	0.623071	0.476359	0.523641
100	2252115279	249	0.373684	0.626316	0.487352	0.512648
100	2252115279	250	0.381862	0.618138	0.481094	0.518906
100	2252115279	251	0.37852	0.62148	0.47494	0.52506
100	2252115279	252	0.387281	0.612719	0.475854	0.524146
100	2252115279	253	0.381242	0.618758	0.471817	0.528183
100	2252115279	254	0.373499	0.626501	0.466027	0.533973
100	2252115279	255	0.364604	0.635396	0.45676	0.54324
100	2252115279	256	0.370356	0.629644	0.477773	0.522227
100	2252115279	257	0.350182	0.649818	0.464583	0.535417
100	2252115279	258	0.356359	0.643641	0.463568	0.536432
100	2252115279	259	0.347012	0.652988	0.469478	0.530522
100	2252115279	260	0.3501	0.6499	0.487776	0.512224
100	2252115279	261	0.354082	0.645918	0.488915	0.511085
100	2252115279	262	0.336165	0.663835	0.481804	0.518196
100	2252115279	263	0.343471	0.656529	0.507498	0.492502
100	2252115279	264	0.327823	0.672177	0.506746	0.493254
100	2252115279	265	0.340182	0.659818	0.491697	0.508303
100	2252115279	266	0.344855	0.655145	0.484923	0.515077
100	2252115279	267	0.333732	0.666268	0.493579	0.506421
100	2252115279	268	0.327095	0.672905	0.492526	0.507474
100	2252115279	269	0.326295	0.673705	0.488353	0.511647
100	2252115279	270	0.332668	0.667332	0.50601	0.49399
100	2252115279	271	0.33745	0.66255	0.525301	0.474699
100	2252115279	272	0.336979	0.663021	0.525089	0.474911
100	2252115279	273	0.327029	0.672971	0.541024	0.458976
100	2252115279	274	0.319389	0.680611	0.543755	0.456245
100	2252115279	275	0.316927	0.683073	0.572171	0.427829
100	2252115279	276	0.324595	0.675405	0.575229	0.424771
100	2252115279	277	0.316212	0.683788	0.587321	0.412679
100	2252115279	278	0.316775	0.683225	0.573506	0.426494
100	2252115279	279	0.313607	0.686393	0.585056	0.414944
100	2252115279	280	0.313525	0.686475	0.592969	0.407031
100	2252115279	281	0.315935	0.684065	0.58276	0.41724
100	2252115279	282	0.33254	0.66746	0.590323	0.409677
100	2252115279	283	0.318925	0.681075	0.598684	0.401316
100	2252115279	284	0.32495	0.67505	0.594389	0.405611
100	2252115279	285	0.321108	0.678892	0.579733	0.420267
100	2252115279	286	0.3196	0.6804	0.5688	0.4312
100	2252115279	287	0.324686	0.675314	0.552704	0.447296
100	2252115279	288	0.334521	0.665479	0.556589	0.443411
100	2252115279	289	0.333727	0.666273	0.567831	0.432169
100	2252115279	290	0.337074	0.662926	0.556487	0.443513
100	2252115279	291	0.342755	0.657245	0.545016	0.454984
100	2252115279	292	0.357977	0.642023	0.523868	0.476132
100	2252115279	293	0.356377	0.643623	0.518325	0.481675
100	2252115279	294	0.353082	0.646918	0.506237	0.493763
100	2252115279	295	0.34521	0.65479	0.496362	0.503638
100	2252115279	296	0.341918	0.658082	0.499596	0.500404
100	2252115279	297	0.354686	0.645314	0.517604	0.482396
100	2252115279	298	0.363854	0.636146	0.509646	0.490354
100	2252115279	299	0.374949	0.625051	0.525545	0.474455
100	2252115279	300	0.370237	0.629763	0.529318	0.470682
