Td	run	gen	p1m_in_p3	p2m_in_p3	p1f_in_p3	p2f_in_p3
1000	3963006857	101043	0.472899	0.527101	0.484923	0.515077
1000	3963006857	101044	0.485417	0.514583	0.480977	0.519023
1000	3963006857	101045	0.471041	0.528959	0.48953	0.51047
1000	3963006857	101046	0.477492	0.522508	0.496019	0.503981
1000	3963006857	101047	0.476632	0.523368	0.496823	0.503177
1000	3963006857	101048	0.487746	0.512254	0.493827	0.506173
1000	3963006857	101049	0.504526	0.495474	0.488817	0.511183
1000	3963006857	101050	0.511833	0.488167	0.483047	0.516953
1000	3963006857	101051	0.526632	0.473368	0.48342	0.51658
1000	3963006857	101052	0.507315	0.492685	0.487252	0.512748
1000	3963006857	101053	0.492579	0.507421	0.482649	0.517351
1000	3963006857	101054	0.48895	0.51105	0.489457	0.510543
1000	3963006857	101055	0.4807	0.5193	0.49618	0.50382
1000	3963006857	101056	0.479503	0.520497	0.505222	0.494778
1000	3963006857	101057	0.483538	0.516462	0.486083	0.513917
1000	3963006857	101058	0.493328	0.506672	0.491492	0.508508
1000	3963006857	101059	0.498228	0.501772	0.50833	0.49167
1000	3963006857	101060	0.51546	0.48454	0.514162	0.485838
1000	3963006857	101061	0.523866	0.476134	0.503854	0.496146
1000	3963006857	101062	0.518519	0.481481	0.507393	0.492607
1000	3963006857	101063	0.513448	0.486552	0.495018	0.504982
1000	3963006857	101064	0.508779	0.491221	0.502005	0.497995
1000	3963006857	101065	0.516358	0.483642	0.498173	0.501827
1000	3963006857	101066	0.512343	0.487657	0.499011	0.500989
1000	3963006857	101067	0.510622	0.489378	0.495525	0.504475
1000	3963006857	101068	0.511346	0.488654	0.484452	0.515548
1000	3963006857	101069	0.525	0.475	0.476613	0.523387
1000	3963006857	101070	0.532569	0.467431	0.472841	0.527159
1000	3963006857	101071	0.530204	0.469796	0.48549	0.51451
1000	3963006857	101072	0.528384	0.471616	0.49214	0.50786
1000	3963006857	101073	0.525208	0.474792	0.496977	0.503023
1000	3963006857	101074	0.522755	0.477245	0.493445	0.506555
1000	3963006857	101075	0.525761	0.474239	0.496252	0.503748
1000	3963006857	101076	0.528302	0.471698	0.499801	0.500199
1000	3963006857	101077	0.545383	0.454617	0.508921	0.491079
1000	3963006857	101078	0.547056	0.452944	0.513783	0.486217
1000	3963006857	101079	0.568291	0.431709	0.524439	0.475561
1000	3963006857	101080	0.571196	0.428804	0.514162	0.485838
1000	3963006857	101081	0.588328	0.411672	0.529627	0.470373
1000	3963006857	101082	0.600241	0.399759	0.523297	0.476703
1000	3963006857	101083	0.596246	0.403754	0.545272	0.454728
1000	3963006857	101084	0.615201	0.384799	0.549658	0.450342
1000	3963006857	101085	0.607499	0.392501	0.532692	0.467308
1000	3963006857	101086	0.588623	0.411377	0.537685	0.462315
1000	3963006857	101087	0.590727	0.409273	0.528022	0.471978
1000	3963006857	101088	0.586469	0.413531	0.501599	0.498401
1000	3963006857	101089	0.593214	0.406786	0.508621	0.491379
1000	3963006857	101090	0.597581	0.402419	0.51627	0.48373
1000	3963006857	101091	0.610422	0.389578	0.520527	0.479473
1000	3963006857	101092	0.613906	0.386094	0.522896	0.477104
1000	3963006857	101093	0.629454	0.370546	0.512935	0.487065
1000	3963006857	101094	0.63187	0.36813	0.522461	0.477539
1000	3963006857	101095	0.63453	0.36547	0.536295	0.463705
1000	3963006857	101096	0.621904	0.378096	0.558361	0.441639
1000	3963006857	101097	0.619961	0.380039	0.552147	0.447853
1000	3963006857	101098	0.620382	0.379618	0.56287	0.43713
1000	3963006857	101099	0.63651	0.36349	0.554715	0.445285
1000	3963006857	101100	0.619977	0.380023	0.550677	0.449323
1000	3963006857	101101	0.617647	0.382353	0.563088	0.436912
1000	3963006857	101102	0.611531	0.388469	0.54004	0.45996
1000	3963006857	101103	0.629448	0.370552	0.53816	0.46184
1000	3963006857	101104	0.623324	0.376676	0.519496	0.480504
1000	3963006857	101105	0.636614	0.363386	0.512195	0.487805
1000	3963006857	101106	0.642224	0.357776	0.509531	0.490469
1000	3963006857	101107	0.643502	0.356498	0.502242	0.497758
1000	3963006857	101108	0.640176	0.359824	0.510817	0.489183
1000	3963006857	101109	0.644811	0.355189	0.529435	0.470565
1000	3963006857	101110	0.640663	0.359337	0.534442	0.465558
1000	3963006857	101111	0.645135	0.354865	0.5278	0.4722
1000	3963006857	101112	0.646846	0.353154	0.535245	0.464755
1000	3963006857	101113	0.656644	0.343356	0.530918	0.469082
1000	3963006857	101114	0.672463	0.327537	0.559557	0.440443
1000	3963006857	101115	0.643532	0.356468	0.582066	0.417934
1000	3963006857	101116	0.644908	0.355092	0.586895	0.413105
1000	3963006857	101117	0.633202	0.366798	0.597166	0.402834
1000	3963006857	101118	0.644588	0.355412	0.60103	0.39897
1000	3963006857	101119	0.632871	0.367129	0.591515	0.408485
1000	3963006857	101120	0.604233	0.395767	0.575721	0.424279
1000	3963006857	101121	0.593551	0.406449	0.577572	0.422428
1000	3963006857	101122	0.572006	0.427994	0.579905	0.420095
1000	3963006857	101123	0.580168	0.419832	0.582233	0.417767
1000	3963006857	101124	0.589242	0.410758	0.592694	0.407306
1000	3963006857	101125	0.59017	0.40983	0.592652	0.407348
1000	3963006857	101126	0.586387	0.413613	0.588796	0.411204
1000	3963006857	101127	0.610526	0.389474	0.581423	0.418577
1000	3963006857	101128	0.608608	0.391392	0.570406	0.429594
1000	3963006857	101129	0.603984	0.396016	0.585542	0.414458
1000	3963006857	101130	0.616978	0.383022	0.593381	0.406619
1000	3963006857	101131	0.630824	0.369176	0.574126	0.425874
1000	3963006857	101132	0.614195	0.385805	0.574253	0.425747
1000	3963006857	101133	0.614664	0.385336	0.555992	0.444008
1000	3963006857	101134	0.618569	0.381431	0.541799	0.458201
1000	3963006857	101135	0.614139	0.385861	0.545786	0.454214
1000	3963006857	101136	0.613185	0.386815	0.560838	0.439162
1000	3963006857	101137	0.610752	0.389248	0.560966	0.439034
1000	3963006857	101138	0.616797	0.383203	0.57459	0.42541
1000	3963006857	101139	0.613799	0.386201	0.583132	0.416868
1000	3963006857	101140	0.614929	0.385071	0.569287	0.430713
1000	3963006857	101141	0.616029	0.383971	0.563804	0.436196
1000	3963006857	101142	0.628411	0.371589	0.566587	0.433413
1000	3963006857	101143	0.614458	0.385542	0.567729	0.432271
1000	3963006857	101144	0.605828	0.394172	0.57849	0.42151
1000	3963006857	101145	0.600979	0.399021	0.584151	0.415849
1000	3963006857	101146	0.602599	0.397401	0.574157	0.425843
1000	3963006857	101147	0.602443	0.397557	0.582859	0.417141
1000	3963006857	101148	0.613425	0.386575	0.599525	0.400475
1000	3963006857	101149	0.629468	0.370532	0.594279	0.405721
1000	3963006857	101150	0.638042	0.361958	0.580941	0.419059
1000	3963006857	101151	0.658852	0.341148	0.584719	0.415281
1000	3963006857	101152	0.653339	0.346661	0.577031	0.422969
1000	3963006857	101153	0.643733	0.356267	0.599352	0.400648
1000	3963006857	101154	0.633752	0.366248	0.605378	0.394622
1000	3963006857	101155	0.623876	0.376124	0.61159	0.38841
1000	3963006857	101156	0.633372	0.366628	0.638039	0.361961
1000	3963006857	101157	0.639906	0.360094	0.641331	0.358669
1000	3963006857	101158	0.644966	0.355034	0.631183	0.368817
1000	3963006857	101159	0.638812	0.361188	0.630303	0.369697
1000	3963006857	101160	0.636104	0.363896	0.622152	0.377848
1000	3963006857	101161	0.634117	0.365883	0.625853	0.374147
1000	3963006857	101162	0.642427	0.357573	0.614894	0.385106
1000	3963006857	101163	0.641362	0.358638	0.626219	0.373781
1000	3963006857	101164	0.637535	0.362465	0.646007	0.353993
1000	3963006857	101165	0.641707	0.358293	0.649444	0.350556
1000	3963006857	101166	0.635783	0.364217	0.629808	0.370192
1000	3963006857	101167	0.655664	0.344336	0.630401	0.369599
1000	3963006857	101168	0.656237	0.343763	0.618668	0.381332
1000	3963006857	101169	0.662551	0.337449	0.603113	0.396887
1000	3963006857	101170	0.672519	0.327481	0.607997	0.392003
1000	3963006857	101171	0.667591	0.332409	0.600162	0.399838
1000	3963006857	101172	0.685487	0.314513	0.622535	0.377465
1000	3963006857	101173	0.671429	0.328571	0.647581	0.352419
1000	3963006857	101174	0.667069	0.332931	0.660572	0.339428
1000	3963006857	101175	0.67499	0.32501	0.667461	0.332539
1000	3963006857	101176	0.662603	0.337397	0.671144	0.328856
1000	3963006857	101177	0.662515	0.337485	0.656109	0.343891
1000	3963006857	101178	0.655731	0.344269	0.634818	0.365182
1000	3963006857	101179	0.661514	0.338486	0.643924	0.356076
1000	3963006857	101180	0.670032	0.329968	0.64897	0.35103
1000	3963006857	101181	0.68498	0.31502	0.64332	0.35668
1000	3963006857	101182	0.683327	0.316673	0.651861	0.348139
1000	3963006857	101183	0.685828	0.314172	0.669739	0.330261
1000	3963006857	101184	0.674456	0.325544	0.662033	0.337967
1000	3963006857	101185	0.666798	0.333202	0.645318	0.354682
1000	3963006857	101186	0.645694	0.354306	0.622711	0.377289
1000	3963006857	101187	0.642944	0.357056	0.619048	0.380952
1000	3963006857	101188	0.663618	0.336382	0.621328	0.378672
1000	3963006857	101189	0.653268	0.346732	0.629878	0.370122
1000	3963006857	101190	0.649901	0.350099	0.641616	0.358384
1000	3963006857	101191	0.642011	0.357989	0.635331	0.364669
1000	3963006857	101192	0.650384	0.349616	0.640111	0.359889
1000	3963006857	101193	0.650932	0.349068	0.640177	0.359823
1000	3963006857	101194	0.652711	0.347289	0.638844	0.361156
1000	3963006857	101195	0.654168	0.345832	0.648616	0.351384
1000	3963006857	101196	0.652615	0.347385	0.646432	0.353568
1000	3963006857	101197	0.651945	0.348055	0.642575	0.357425
1000	3963006857	101198	0.661147	0.338853	0.638273	0.361727
1000	3963006857	101199	0.670523	0.329477	0.652226	0.347774
1000	3963006857	101200	0.655242	0.344758	0.649603	0.350397
