ID	Td	gen	p1m_in_p3	p2m_in_p3	p1f_in_p3	p2f_in_p3
477819777	100	100100	0.461169	0.538831	0.281025	0.718975
477819777	100	100101	0.455736	0.544264	0.284966	0.715034
477819777	100	100102	0.444262	0.555738	0.287661	0.712339
477819777	100	100103	0.45539	0.54461	0.280222	0.719778
477819777	100	100104	0.466425	0.533575	0.277358	0.722642
477819777	100	100105	0.468788	0.531212	0.287644	0.712356
477819777	100	100106	0.463493	0.536507	0.292741	0.707259
477819777	100	100107	0.474131	0.525869	0.314727	0.685273
477819777	100	100108	0.474878	0.525122	0.310821	0.689179
477819777	100	100109	0.460761	0.539239	0.301424	0.698576
477819777	100	100110	0.450222	0.549778	0.296546	0.703454
477819777	100	100111	0.461289	0.538711	0.304382	0.695618
477819777	100	100112	0.461691	0.538309	0.308343	0.691657
477819777	100	100113	0.478084	0.521916	0.317823	0.682177
477819777	100	100114	0.478051	0.521949	0.322606	0.677394
477819777	100	100115	0.476795	0.523205	0.308592	0.691408
477819777	100	100116	0.485993	0.514007	0.298384	0.701616
477819777	100	100117	0.480777	0.519223	0.295519	0.704481
477819777	100	100118	0.478261	0.521739	0.29919	0.70081
477819777	100	100119	0.472706	0.527294	0.294903	0.705097
477819777	100	100120	0.472042	0.527958	0.312796	0.687204
477819777	100	100121	0.468915	0.531085	0.304057	0.695943
477819777	100	100122	0.499582	0.500418	0.292402	0.707598
477819777	100	100123	0.525205	0.474795	0.284719	0.715281
477819777	100	100124	0.513416	0.486584	0.285657	0.714343
477819777	100	100125	0.489633	0.510367	0.272071	0.727929
477819777	100	100126	0.470424	0.529576	0.270616	0.729384
477819777	100	100127	0.479716	0.520284	0.268184	0.731816
477819777	100	100128	0.463345	0.536655	0.259186	0.740814
477819777	100	100129	0.448512	0.551488	0.268496	0.731504
477819777	100	100130	0.438687	0.561313	0.255259	0.744741
477819777	100	100131	0.430447	0.569553	0.260242	0.739758
477819777	100	100132	0.429487	0.570513	0.244808	0.755192
477819777	100	100133	0.434486	0.565514	0.250796	0.749204
477819777	100	100134	0.436141	0.563859	0.257386	0.742614
477819777	100	100135	0.41009	0.58991	0.244296	0.755704
477819777	100	100136	0.408642	0.591358	0.257977	0.742023
477819777	100	100137	0.423715	0.576285	0.262753	0.737247
477819777	100	100138	0.42713	0.57287	0.259215	0.740785
477819777	100	100139	0.426418	0.573582	0.257362	0.742638
477819777	100	100140	0.421517	0.578483	0.255082	0.744918
477819777	100	100141	0.399598	0.600402	0.258167	0.741833
477819777	100	100142	0.379019	0.620981	0.261146	0.738854
477819777	100	100143	0.370942	0.629058	0.259858	0.740142
477819777	100	100144	0.370818	0.629182	0.260421	0.739579
477819777	100	100145	0.372757	0.627243	0.265306	0.734694
477819777	100	100146	0.381065	0.618935	0.271805	0.728195
477819777	100	100147	0.364744	0.635256	0.283688	0.716312
477819777	100	100148	0.369695	0.630305	0.282372	0.717628
477819777	100	100149	0.363968	0.636032	0.279447	0.720553
477819777	100	100150	0.37144	0.62856	0.286398	0.713602
477819777	100	100151	0.374753	0.625247	0.272211	0.727789
477819777	100	100152	0.375861	0.624139	0.262742	0.737258
477819777	100	100153	0.369863	0.630137	0.261716	0.738284
477819777	100	100154	0.371507	0.628493	0.259455	0.740545
477819777	100	100155	0.384492	0.615508	0.264835	0.735165
477819777	100	100156	0.368061	0.631939	0.26253	0.73747
477819777	100	100157	0.380048	0.619952	0.2813	0.7187
477819777	100	100158	0.385951	0.614049	0.281411	0.718589
477819777	100	100159	0.380682	0.619318	0.283912	0.716088
477819777	100	100160	0.391339	0.608661	0.276935	0.723065
477819777	100	100161	0.390612	0.609388	0.280784	0.719216
477819777	100	100162	0.368421	0.631579	0.294305	0.705695
477819777	100	100163	0.359684	0.640316	0.281781	0.718219
477819777	100	100164	0.343426	0.656574	0.283133	0.716867
477819777	100	100165	0.330155	0.669845	0.283931	0.716069
477819777	100	100166	0.323284	0.676716	0.284792	0.715208
477819777	100	100167	0.323994	0.676006	0.293187	0.706813
477819777	100	100168	0.328784	0.671216	0.300518	0.699482
477819777	100	100169	0.330203	0.669797	0.313421	0.686579
477819777	100	100170	0.327681	0.672319	0.321834	0.678166
477819777	100	100171	0.323332	0.676668	0.3182	0.6818
477819777	100	100172	0.327628	0.672372	0.319324	0.680676
477819777	100	100173	0.317851	0.682149	0.321315	0.678685
477819777	100	100174	0.306058	0.693942	0.326688	0.673312
477819777	100	100175	0.311269	0.688731	0.312348	0.687652
477819777	100	100176	0.297769	0.702231	0.31716	0.68284
477819777	100	100177	0.311227	0.688773	0.311974	0.688026
477819777	100	100178	0.316043	0.683957	0.327497	0.672503
477819777	100	100179	0.325646	0.674354	0.331992	0.668008
477819777	100	100180	0.319682	0.680318	0.333199	0.666801
477819777	100	100181	0.330136	0.669864	0.33747	0.66253
477819777	100	100182	0.348875	0.651125	0.332006	0.667994
477819777	100	100183	0.340185	0.659815	0.322747	0.677253
477819777	100	100184	0.343977	0.656023	0.324624	0.675376
477819777	100	100185	0.350954	0.649046	0.329308	0.670692
477819777	100	100186	0.363855	0.636145	0.326693	0.673307
477819777	100	100187	0.377262	0.622738	0.30716	0.69284
477819777	100	100188	0.38184	0.61816	0.304777	0.695223
477819777	100	100189	0.376945	0.623055	0.318091	0.681909
477819777	100	100190	0.380609	0.619391	0.319888	0.680112
477819777	100	100191	0.382469	0.617531	0.315554	0.684446
477819777	100	100192	0.388889	0.611111	0.313196	0.686804
477819777	100	100193	0.396887	0.603113	0.318519	0.681481
477819777	100	100194	0.399763	0.600237	0.340753	0.659247
477819777	100	100195	0.405831	0.594169	0.333469	0.666531
477819777	100	100196	0.399112	0.600888	0.345361	0.654639
477819777	100	100197	0.390254	0.609746	0.334525	0.665475
477819777	100	100198	0.40891	0.59109	0.331858	0.668142
477819777	100	100199	0.427708	0.572292	0.322209	0.677791
477819777	100	100200	0.433774	0.566226	0.313475	0.686525
477819777	100	100201	0.437625	0.562375	0.299162	0.700838
477819777	100	100202	0.429191	0.570809	0.291684	0.708316
477819777	100	100203	0.418595	0.581405	0.297113	0.702887
477819777	100	100204	0.429193	0.570807	0.299353	0.700647
477819777	100	100205	0.424695	0.575305	0.301587	0.698413
477819777	100	100206	0.408983	0.591017	0.302335	0.697665
477819777	100	100207	0.394251	0.605749	0.317739	0.682261
477819777	100	100208	0.398167	0.601833	0.321558	0.678442
477819777	100	100209	0.40159	0.59841	0.303421	0.696579
477819777	100	100210	0.404093	0.595907	0.30303	0.69697
477819777	100	100211	0.42377	0.57623	0.292969	0.707031
477819777	100	100212	0.426829	0.573171	0.292107	0.707893
477819777	100	100213	0.432025	0.567975	0.301978	0.698022
477819777	100	100214	0.426604	0.573396	0.296869	0.703131
477819777	100	100215	0.420121	0.579879	0.291849	0.708151
477819777	100	100216	0.439937	0.560063	0.291751	0.708249
477819777	100	100217	0.440932	0.559068	0.272175	0.727825
477819777	100	100218	0.43373	0.56627	0.275068	0.724932
477819777	100	100219	0.42886	0.57114	0.268804	0.731196
477819777	100	100220	0.434589	0.565411	0.268273	0.731727
477819777	100	100221	0.447665	0.552335	0.271463	0.728537
477819777	100	100222	0.446186	0.553814	0.279223	0.720777
477819777	100	100223	0.461927	0.538073	0.274526	0.725474
477819777	100	100224	0.453502	0.546498	0.273352	0.726648
477819777	100	100225	0.447151	0.552849	0.269246	0.730754
477819777	100	100226	0.453947	0.546053	0.273364	0.726636
477819777	100	100227	0.458083	0.541917	0.276426	0.723574
477819777	100	100228	0.452951	0.547049	0.276083	0.723917
477819777	100	100229	0.457985	0.542015	0.287666	0.712334
477819777	100	100230	0.448924	0.551076	0.302658	0.697342
477819777	100	100231	0.458673	0.541327	0.310772	0.689228
477819777	100	100232	0.4692	0.5308	0.3036	0.6964
477819777	100	100233	0.468529	0.531471	0.295362	0.704638
477819777	100	100234	0.468102	0.531898	0.320225	0.679775
477819777	100	100235	0.474715	0.525285	0.320251	0.679749
477819777	100	100236	0.455502	0.544498	0.317247	0.682753
477819777	100	100237	0.453755	0.546245	0.323077	0.676923
477819777	100	100238	0.452157	0.547843	0.33102	0.66898
477819777	100	100239	0.471378	0.528622	0.328739	0.671261
477819777	100	100240	0.472039	0.527961	0.327103	0.672897
477819777	100	100241	0.491492	0.508508	0.320259	0.679741
477819777	100	100242	0.494917	0.505083	0.303817	0.696183
477819777	100	100243	0.497293	0.502707	0.302817	0.697183
477819777	100	100244	0.497756	0.502244	0.299333	0.700667
477819777	100	100245	0.504049	0.495951	0.286166	0.713834
477819777	100	100246	0.5004	0.4996	0.3032	0.6968
477819777	100	100247	0.494902	0.505098	0.320408	0.679592
477819777	100	100248	0.496417	0.503583	0.314309	0.685691
477819777	100	100249	0.505433	0.494567	0.31173	0.68827
477819777	100	100250	0.500196	0.499804	0.308228	0.691772
477819777	100	100251	0.507457	0.492543	0.304089	0.695911
477819777	100	100252	0.507082	0.492918	0.294583	0.705417
477819777	100	100253	0.500606	0.499394	0.290131	0.709869
477819777	100	100254	0.48996	0.51004	0.289243	0.710757
477819777	100	100255	0.492742	0.507258	0.286508	0.713492
477819777	100	100256	0.493418	0.506582	0.315283	0.684717
477819777	100	100257	0.475997	0.524003	0.307632	0.692368
477819777	100	100258	0.471383	0.528617	0.302335	0.697665
477819777	100	100259	0.46948	0.53052	0.313794	0.686206
477819777	100	100260	0.454145	0.545855	0.320416	0.679584
477819777	100	100261	0.442812	0.557188	0.313457	0.686543
477819777	100	100262	0.412095	0.587905	0.298841	0.701159
477819777	100	100263	0.423736	0.576264	0.313379	0.686621
477819777	100	100264	0.429552	0.570448	0.325406	0.674594
477819777	100	100265	0.427539	0.572461	0.310881	0.689119
477819777	100	100266	0.42446	0.57554	0.297438	0.702562
477819777	100	100267	0.404592	0.595408	0.303961	0.696039
477819777	100	100268	0.383859	0.616141	0.293865	0.706135
477819777	100	100269	0.372439	0.627561	0.304261	0.695739
477819777	100	100270	0.363636	0.636364	0.322341	0.677659
477819777	100	100271	0.37251	0.62749	0.320482	0.679518
477819777	100	100272	0.348594	0.651406	0.318327	0.681673
477819777	100	100273	0.349098	0.650902	0.323353	0.676647
477819777	100	100274	0.339071	0.660929	0.310152	0.689848
477819777	100	100275	0.339106	0.660894	0.318633	0.681367
477819777	100	100276	0.350934	0.649066	0.308905	0.691095
477819777	100	100277	0.341643	0.658357	0.308265	0.691735
477819777	100	100278	0.338147	0.661853	0.295572	0.704428
477819777	100	100279	0.338287	0.661713	0.298813	0.701187
477819777	100	100280	0.343086	0.656914	0.291816	0.708184
477819777	100	100281	0.350499	0.649501	0.309018	0.690982
477819777	100	100282	0.366943	0.633057	0.295832	0.704168
477819777	100	100283	0.369391	0.630609	0.291134	0.708866
477819777	100	100284	0.357772	0.642228	0.282348	0.717652
477819777	100	100285	0.357228	0.642772	0.278827	0.721173
477819777	100	100286	0.375753	0.624247	0.28059	0.71941
477819777	100	100287	0.376669	0.623331	0.281989	0.718011
477819777	100	100288	0.36626	0.63374	0.277953	0.722047
477819777	100	100289	0.367355	0.632645	0.25894	0.74106
477819777	100	100290	0.360752	0.639248	0.262771	0.737229
477819777	100	100291	0.378625	0.621375	0.264197	0.735803
477819777	100	100292	0.382205	0.617795	0.26501	0.73499
